,h1n1_vaccine,seasonal_vaccine,age_group,sex,h1n1_concern,h1n1_knowledge,behavioral_avoidance,behavioral_large_gatherings,behavioral_outside_home,chronic_med_condition,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,education,income_poverty,employment_status
4910,1,1,4,0,1,1,1,1,0,0,5,2,4,4,4,1,3,2,2
4911,0,0,2,1,1,1,0,0,0,0,4,2,2,4,1,1,2,2,1
4912,0,1,2,0,1,2,1,0,0,0,4,2,2,4,4,1,3,2,1
4913,1,1,0,0,3,1,1,0,0,1,4,4,5,4,2,4,0,0,0
4914,0,0,1,1,2,1,1,0,0,0,2,2,4,2,4,4,3,2,2
4915,0,0,1,0,2,1,1,0,1,0,3,2,1,2,1,1,2,1,1
4916,0,1,4,1,1,2,1,0,1,0,4,2,2,5,4,1,2,1,2
4917,1,1,1,0,1,1,1,1,0,0,4,5,1,5,4,1,3,2,1
4918,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
4919,0,0,0,0,1,2,0,0,0,1,4,1,1,2,1,1,0,1,2
4920,1,1,3,1,3,1,1,0,0,0,5,4,4,5,4,4,3,2,1
4921,0,1,1,1,3,2,1,0,0,0,2,4,2,4,4,2,3,2,1
4922,0,1,3,1,2,1,1,1,1,1,5,4,4,5,5,2,2,1,2
4923,0,0,4,0,1,1,0,0,0,0,4,1,1,5,1,1,0,0,2
4924,0,0,4,1,1,0,1,1,1,0,5,1,1,5,1,2,1,1,2
4925,0,0,3,0,0,1,0,0,0,0,4,1,1,4,2,1,3,2,2
4926,1,1,3,0,2,2,1,0,0,0,5,4,4,4,4,1,3,2,1
4927,0,1,4,0,3,2,1,1,1,1,4,4,5,5,5,1,2,1,2
4928,0,0,1,0,2,2,0,0,0,0,4,4,4,4,4,4,3,1,2
4929,0,1,1,1,3,1,1,0,0,1,3,4,4,5,2,1,3,2,2
4930,1,1,2,1,2,2,1,1,1,0,5,1,2,5,1,1,1,1,1
4931,0,1,0,0,3,1,0,1,1,0,4,4,2,5,4,2,3,1,0
4932,0,0,1,1,2,2,1,0,0,0,4,2,2,2,2,1,3,1,1
4933,0,0,0,1,2,1,0,0,0,0,3,4,2,4,4,4,1,1,1
4934,0,1,3,0,2,1,1,0,0,1,4,2,2,4,4,1,3,2,1
4935,0,0,4,0,3,2,1,1,1,1,5,4,4,5,4,4,3,1,2
4936,0,0,2,0,0,1,0,0,0,1,4,1,4,4,1,4,1,2,1
4937,0,1,3,0,2,2,1,0,0,0,5,2,1,5,4,1,3,1,2
4938,0,0,1,1,2,2,1,0,0,1,5,1,4,4,1,4,3,1,1
4939,1,1,1,0,2,1,0,0,1,1,4,4,2,4,4,1,1,1,1
4940,0,0,0,0,1,1,1,1,0,1,4,2,1,4,1,1,1,2,1
4941,0,0,2,1,1,1,1,0,0,0,4,2,4,4,1,4,2,2,1
4942,0,0,4,0,0,0,0,1,1,0,5,2,2,5,4,2,0,1,2
4943,0,0,0,0,1,1,0,0,0,0,5,2,2,4,2,2,3,2,1
4944,1,0,1,1,1,2,1,0,0,1,4,2,2,4,1,2,3,2,1
4945,0,1,4,1,2,1,1,1,1,1,3,2,4,5,4,2,2,1,2
4946,0,0,0,0,1,1,1,0,0,0,4,2,1,4,2,2,3,0,2
4947,1,1,3,0,1,2,1,1,0,0,4,1,1,4,2,1,3,2,2
4948,0,0,2,1,1,1,1,1,1,0,1,1,4,4,4,4,3,2,2
4949,0,0,1,1,2,1,1,1,0,0,3,2,2,2,2,2,3,2,1
4950,0,0,0,1,3,1,1,0,0,0,5,4,4,4,4,2,2,2,2
4951,0,0,4,1,1,1,1,1,1,0,4,1,1,4,1,1,2,1,1
4952,1,0,0,1,2,1,1,0,1,0,4,2,4,5,5,5,1,1,2
4953,0,0,0,1,2,1,1,0,1,0,4,2,2,2,2,2,0,1,1
4954,1,1,2,1,2,1,1,1,1,1,4,4,1,4,2,5,2,0,2
4955,0,0,4,1,2,1,1,0,0,0,5,2,2,5,2,1,1,1,2
4956,0,1,1,1,3,2,1,0,0,0,4,4,1,2,4,2,3,2,1
4957,0,0,1,0,2,1,0,0,0,0,4,4,2,1,4,2,1,1,1
4958,0,0,2,0,1,1,1,0,0,0,3,1,2,4,1,1,2,1,1
4959,0,0,1,1,0,2,0,0,0,0,1,1,1,1,1,1,2,1,1
4960,0,1,2,1,2,2,1,0,0,0,5,2,5,5,5,5,3,2,1
4961,0,1,3,1,2,1,1,0,0,1,4,4,4,4,5,1,0,0,2
4962,0,1,1,1,1,1,0,0,0,0,5,2,2,5,4,4,3,1,1
4963,0,1,3,1,3,2,1,1,1,1,4,5,5,5,5,4,2,2,2
4964,1,1,3,1,2,1,1,1,1,1,4,2,4,4,4,1,3,1,2
4965,0,0,2,1,3,2,1,0,0,0,3,1,2,5,4,1,2,1,2
4966,0,1,3,1,1,0,1,0,0,0,4,1,1,5,2,1,1,1,2
4967,0,1,4,0,2,1,1,0,0,0,5,2,4,5,2,4,3,2,2
4968,0,1,4,0,1,1,1,1,1,1,5,2,2,5,1,2,1,1,2
4969,0,0,3,1,1,1,1,0,0,0,4,4,2,4,2,2,1,1,2
4970,0,0,1,1,1,1,0,0,0,0,4,2,4,2,2,4,3,1,2
4971,1,1,4,1,1,1,1,1,1,0,5,4,4,5,4,4,1,1,2
4972,0,1,0,1,2,1,1,0,0,0,4,4,4,5,5,4,1,0,1
4973,0,0,1,0,3,1,1,0,0,0,4,4,2,4,4,5,1,1,0
4974,0,0,2,1,1,1,1,0,1,0,5,2,2,4,2,2,3,1,1
4975,1,1,1,1,1,2,1,0,0,0,5,4,2,5,5,1,3,2,2
4976,0,1,2,1,2,1,1,1,0,0,5,2,1,5,2,1,3,2,1
4977,0,0,1,1,0,0,0,1,0,0,5,1,1,1,1,1,0,0,2
4978,0,1,4,0,2,0,1,1,1,0,3,1,4,5,1,1,1,1,2
4979,0,1,2,1,0,1,0,0,0,0,3,3,1,3,3,1,3,2,1
4980,0,1,0,1,3,1,1,0,0,1,4,1,1,5,4,1,1,0,2
4981,0,1,4,0,2,2,1,0,1,1,5,4,2,5,2,2,3,1,1
4982,0,1,4,1,2,1,1,0,0,0,4,4,4,4,4,1,2,1,2
4983,0,0,0,0,3,1,1,0,0,1,4,2,2,5,1,1,1,2,1
4984,1,1,1,0,1,2,1,0,1,0,3,2,1,4,2,2,3,2,1
4985,0,0,1,0,1,1,0,0,0,1,4,1,2,4,2,2,3,2,1
4986,0,0,0,0,1,1,0,0,0,0,4,4,4,4,4,4,3,2,1
4987,0,1,3,0,2,1,1,0,1,0,4,4,4,5,4,1,1,2,2
4988,0,0,3,0,1,1,0,0,0,0,4,2,2,4,2,2,1,1,1
4989,0,0,3,1,1,0,1,1,0,0,4,2,4,4,2,2,2,1,1
4990,1,1,1,0,1,1,1,0,0,1,4,1,1,4,1,1,2,1,1
4991,0,0,0,1,2,1,1,1,1,0,3,3,4,5,2,1,2,2,1
4992,1,1,3,0,3,1,1,1,1,1,5,4,2,4,4,4,2,1,2
4993,0,0,1,1,2,2,1,0,0,0,4,2,2,5,2,1,3,2,1
4994,0,0,3,0,3,0,1,1,1,0,5,1,2,2,1,4,1,2,1
4995,1,1,2,1,1,2,0,0,0,1,4,5,1,5,5,1,3,2,1
4996,0,0,0,1,1,1,0,0,0,0,4,2,4,2,4,2,3,1,2
4997,1,1,4,1,3,2,1,1,1,1,5,2,1,5,2,1,2,1,2
4998,0,1,4,0,3,1,0,0,0,0,5,2,2,5,2,1,3,1,2
4999,0,0,2,0,1,1,1,0,0,0,4,1,1,4,2,2,1,1,1
5000,0,0,4,0,0,1,0,0,0,0,4,1,1,4,1,1,1,1,2
5001,0,0,2,0,2,1,1,1,0,1,3,1,1,4,1,4,2,1,1
5002,0,1,3,1,2,2,1,0,1,1,5,4,2,5,5,2,3,1,1
5003,1,1,2,1,3,1,1,0,1,0,4,2,5,4,4,1,2,1,0
5004,0,0,2,1,2,2,1,0,0,1,4,2,4,4,2,2,3,2,1
5005,0,1,3,0,2,0,1,0,0,0,4,1,1,5,2,1,1,2,1
5006,0,1,3,0,2,1,1,0,0,0,4,4,2,4,2,1,2,2,1
5007,0,1,4,0,3,2,1,1,1,1,5,4,5,5,5,1,1,1,2
5008,0,0,0,0,2,1,1,0,0,0,5,2,2,4,2,2,3,1,1
5009,0,0,0,1,3,2,1,1,0,0,4,2,1,5,2,1,2,2,2
5010,0,0,3,1,2,2,1,1,0,0,4,1,2,4,4,4,1,2,1
5011,0,1,3,1,2,1,1,1,1,0,4,4,1,4,4,1,0,1,2
5012,0,0,2,0,1,2,1,0,0,0,4,2,2,4,2,2,3,1,1
5013,0,0,4,1,1,0,0,0,0,1,2,2,2,2,1,2,2,1,1
5014,0,0,1,1,2,1,1,0,0,0,2,2,2,4,2,2,1,1,1
5015,0,0,2,0,0,2,1,0,0,0,4,4,2,4,4,2,3,2,1
5016,0,0,3,0,1,1,0,0,0,0,4,2,4,2,2,4,1,1,2
5017,0,0,0,0,3,1,1,0,1,0,5,2,5,5,2,2,0,0,1
5018,0,0,1,0,2,1,1,0,0,0,3,3,2,5,1,1,1,1,1
5019,0,0,0,1,1,1,1,0,0,0,2,1,1,4,2,4,3,1,1
5020,1,1,4,0,1,1,1,0,0,0,4,2,1,4,4,4,3,1,2
5021,1,1,4,1,2,1,1,1,1,1,5,4,4,5,4,4,1,1,1
5022,0,1,4,0,2,0,1,1,0,1,3,2,1,5,2,1,0,0,2
5023,1,1,3,0,3,2,1,0,1,0,5,4,1,5,4,4,3,2,1
5024,1,1,1,1,2,2,1,1,1,0,5,4,2,5,4,1,2,2,1
5025,0,1,3,0,1,1,1,0,0,1,3,1,1,2,1,2,2,1,0
5026,1,0,4,1,2,2,1,1,1,1,5,1,4,5,5,1,2,1,2
5027,0,1,3,1,3,2,1,1,0,0,2,1,5,4,1,1,3,1,1
5028,0,0,2,1,2,1,1,0,0,1,3,2,2,3,4,2,1,1,1
5029,1,1,3,0,1,0,1,0,0,1,3,1,2,4,2,2,1,1,1
5030,1,1,0,1,3,1,1,1,1,1,4,4,5,4,4,2,0,1,2
5031,1,1,3,1,3,1,1,0,1,0,5,2,4,5,4,4,2,1,1
5032,0,0,4,0,0,1,0,0,0,1,2,1,1,4,1,1,1,0,0
5033,0,1,2,1,2,2,1,0,0,1,4,4,4,5,2,1,3,2,1
5034,0,1,3,0,0,1,0,0,0,0,4,2,2,2,2,1,3,2,2
5035,0,0,0,1,3,1,1,1,0,0,5,4,1,4,4,1,3,1,1
5036,0,1,4,1,2,1,1,1,1,1,4,2,2,4,2,1,3,1,2
5037,0,0,3,0,2,1,1,1,0,0,5,4,4,4,4,4,1,0,0
5038,0,0,0,0,0,1,0,0,0,0,4,1,5,4,1,5,2,1,1
5039,0,0,3,0,2,2,1,0,0,1,4,2,2,4,2,1,3,2,1
5040,0,0,0,1,1,1,1,1,1,0,5,2,1,5,1,1,1,1,1
5041,0,0,2,1,2,0,1,0,1,1,4,1,2,2,1,1,1,2,0
5042,0,0,2,1,1,1,0,0,0,0,2,1,1,1,2,2,1,2,1
5043,0,1,3,0,1,1,1,0,1,0,4,4,4,4,2,4,1,1,2
5044,0,1,4,0,3,2,0,0,0,0,3,2,2,5,4,1,3,2,1
5045,0,0,2,0,2,1,0,1,1,0,4,4,4,5,4,4,1,1,2
5046,0,0,3,0,2,2,1,0,0,1,4,2,2,5,4,1,1,2,1
5047,0,1,2,1,0,2,0,0,0,0,5,4,1,5,4,1,3,1,1
5048,1,1,3,1,2,2,1,0,0,1,5,5,1,5,5,1,2,1,1
5049,0,0,1,0,2,1,0,0,0,1,4,2,1,4,2,1,3,1,1
5050,0,0,2,0,2,2,0,0,0,0,4,4,2,4,4,2,3,2,1
5051,0,0,3,1,3,2,1,1,1,1,5,4,4,5,4,4,2,1,2
5052,1,0,0,1,2,1,1,0,0,1,4,2,4,4,2,4,2,2,1
5053,0,0,1,1,2,1,1,0,0,0,4,2,2,4,2,2,3,1,1
5054,1,1,4,1,2,1,1,0,0,0,5,2,4,5,2,1,3,1,2
5055,0,1,2,0,2,1,0,0,0,0,4,2,4,2,2,2,3,1,1
5056,0,1,2,1,3,1,1,1,1,0,4,5,5,5,5,4,1,0,1
5057,0,0,2,0,1,1,1,0,1,0,4,3,4,4,4,4,1,0,0
5058,0,0,1,0,2,1,1,1,1,1,4,2,5,4,2,5,2,1,0
5059,0,0,3,0,2,1,1,0,0,0,5,4,1,4,1,1,0,0,1
5060,1,1,4,0,1,1,0,1,1,1,4,2,1,4,4,4,3,2,1
5061,0,0,3,0,1,1,1,0,0,0,3,2,1,4,2,1,3,2,1
5062,1,1,3,1,3,1,1,1,0,1,5,5,1,5,5,1,2,1,2
5063,0,0,3,1,3,1,1,1,0,1,4,4,5,4,4,5,3,2,1
5064,0,0,2,1,1,1,0,0,0,0,4,1,1,4,1,1,1,1,1
5065,0,1,4,1,2,2,1,1,1,0,4,2,4,5,2,1,2,1,2
5066,1,0,3,0,2,2,0,0,0,0,5,4,4,5,4,1,2,2,1
5067,1,1,4,1,3,2,1,1,1,0,5,2,4,5,4,1,2,1,2
5068,0,0,0,0,2,1,1,0,1,0,5,4,4,4,4,2,1,1,1
5069,0,0,0,1,2,2,1,0,0,1,4,3,4,4,2,5,2,0,2
5070,1,1,2,1,1,2,0,0,0,1,5,4,1,5,2,1,2,2,1
5071,0,1,3,0,2,0,0,0,0,0,5,4,1,5,1,1,3,2,1
5072,0,1,4,1,2,1,0,0,0,1,5,2,2,5,4,1,2,1,2
5073,1,1,4,1,1,2,1,1,1,0,5,2,2,5,1,2,2,1,2
5074,0,0,2,0,0,0,1,0,1,1,1,1,5,1,3,1,1,0,1
5075,1,1,3,1,1,1,1,0,0,1,4,4,1,5,4,1,3,2,1
5076,0,0,1,0,0,2,0,0,0,1,4,2,1,4,2,1,1,0,0
5077,0,0,3,1,2,1,1,0,0,1,4,4,4,4,4,4,2,2,1
5078,0,0,1,1,1,1,1,0,0,0,4,2,2,5,5,2,1,2,1
5079,1,1,0,1,1,1,1,0,1,0,5,1,1,5,4,2,2,0,2
5080,1,1,0,0,2,1,1,1,1,0,5,4,4,5,5,4,1,1,1
5081,0,1,2,0,0,1,0,0,0,1,3,2,2,4,2,2,2,2,1
5082,1,1,3,0,2,2,0,0,0,0,4,2,2,5,2,2,3,2,1
5083,0,0,2,0,0,2,1,0,0,1,2,1,1,1,1,1,3,2,1
5084,0,0,2,1,0,2,1,0,0,1,1,2,4,4,2,2,2,1,1
5085,0,1,4,0,0,1,1,0,0,0,4,1,1,4,2,2,3,1,2
5086,0,0,0,0,2,1,1,0,0,0,5,2,2,4,2,1,3,2,1
5087,1,1,3,1,2,1,1,0,0,1,3,5,4,3,4,4,3,0,2
5088,0,0,0,0,3,1,1,1,1,1,5,4,5,5,4,5,1,0,0
5089,1,1,0,1,2,2,1,0,0,0,3,4,4,4,4,4,2,2,2
5090,0,0,1,1,1,1,0,0,0,0,4,1,1,4,1,1,3,1,1
5091,0,0,1,1,2,1,1,0,0,0,3,2,4,3,1,4,2,2,2
5092,1,1,4,0,1,1,1,1,1,0,4,2,2,4,2,1,3,1,2
5093,0,0,2,0,2,2,1,0,0,0,4,4,2,4,4,1,3,2,1
5094,1,1,0,1,2,1,1,0,0,0,5,5,4,5,5,2,1,2,2
5095,0,0,1,0,3,1,0,1,0,0,2,2,4,4,2,2,1,1,1
5096,0,1,3,1,1,0,1,1,1,1,5,1,1,5,1,1,1,1,2
5097,0,0,0,0,1,0,1,1,0,0,4,1,1,4,2,2,1,2,1
5098,0,1,1,1,2,2,1,1,1,0,5,2,4,4,4,1,3,1,1
5099,0,1,3,1,1,1,0,0,0,0,4,2,2,1,1,5,3,1,1
5100,0,1,3,1,2,1,1,1,0,0,2,2,4,5,4,5,2,1,1
5101,1,1,2,1,2,2,1,0,0,0,5,4,2,5,4,1,1,1,1
5102,0,0,2,1,2,1,1,0,0,0,1,3,1,4,1,1,0,1,1
5103,1,0,4,1,2,0,1,1,1,0,5,1,1,5,2,1,1,1,2
5104,0,1,4,1,2,2,1,1,1,1,4,2,4,5,4,4,3,1,2
5105,0,0,2,0,3,1,1,0,0,0,4,4,4,5,4,2,1,2,1
5106,0,1,3,1,2,2,1,1,1,0,4,2,4,4,4,4,1,1,1
5107,1,1,2,1,2,1,1,0,0,0,5,4,1,5,4,1,3,1,1
5108,0,1,3,1,1,1,1,0,0,0,3,1,2,5,1,1,3,2,0
5109,1,1,2,1,2,2,1,1,0,1,5,2,4,5,2,1,3,2,1
5110,0,0,3,0,2,2,0,0,0,1,4,2,2,5,2,1,2,2,1
5111,0,0,0,0,1,1,0,0,0,0,4,1,1,4,2,1,3,1,1
5112,1,1,1,1,3,1,1,1,1,1,4,5,5,4,5,5,2,0,2
5113,0,1,1,0,3,2,1,0,0,0,4,2,4,4,4,2,3,1,1
5114,1,0,3,0,1,2,1,0,0,0,5,2,2,5,1,2,2,2,1
5115,0,0,4,1,1,0,1,0,1,1,4,2,1,4,1,1,1,1,2
5116,0,0,0,0,2,1,1,1,1,0,4,2,4,4,1,2,3,1,1
5117,1,1,3,0,2,2,0,0,0,0,5,1,1,4,1,1,3,1,1
5118,0,0,4,1,2,2,1,0,0,0,5,4,2,4,4,2,3,1,1
5119,1,1,0,1,2,1,1,0,0,0,5,4,5,5,5,1,1,0,2
5120,0,0,0,0,3,0,0,0,0,0,4,2,2,2,4,1,2,2,1
5121,0,1,3,1,3,2,1,1,0,0,4,5,2,4,4,5,2,2,1
5122,0,0,4,1,2,1,0,0,0,0,2,1,1,4,2,2,1,1,1
5123,1,1,3,1,0,0,1,1,1,1,5,2,1,5,2,1,0,1,2
5124,0,0,3,1,2,1,0,0,0,0,3,2,2,5,4,4,3,2,1
5125,0,0,2,1,1,1,1,0,0,1,4,4,2,4,4,2,2,1,1
5126,1,1,1,1,2,2,1,0,0,1,5,2,1,5,2,1,3,1,1
5127,0,1,4,1,1,1,1,1,1,0,5,2,2,5,4,1,2,1,2
5128,0,1,4,0,2,1,1,1,1,1,5,4,4,5,4,1,3,1,2
5129,0,0,1,1,2,2,0,1,1,0,3,3,4,2,1,2,2,2,1
5130,1,1,3,1,1,1,0,0,0,0,5,1,1,4,4,4,1,1,2
5131,0,1,4,0,1,1,1,0,0,0,3,1,2,5,4,2,1,1,2
5132,0,0,4,0,0,2,1,0,0,0,1,1,1,4,2,2,2,2,1
5133,1,1,1,1,1,1,1,0,0,0,4,2,2,4,2,2,3,2,1
5134,1,1,4,0,2,2,1,0,0,1,4,2,4,4,2,1,2,2,2
5135,0,0,4,1,3,1,1,0,1,0,5,1,5,4,4,4,2,1,2
5136,0,0,3,0,2,2,0,1,0,1,4,4,4,4,2,5,2,1,1
5137,0,1,0,1,1,1,1,0,0,0,4,2,2,4,4,2,3,1,1
5138,1,1,0,1,2,1,1,0,0,0,4,2,2,4,2,1,2,1,2
5139,0,1,4,1,2,2,1,0,0,0,4,4,4,5,2,1,3,1,2
5140,1,1,4,0,2,2,1,1,0,1,4,4,4,4,4,4,3,1,2
5141,0,0,0,1,3,1,1,1,1,0,5,4,5,4,1,2,1,0,2
5142,1,1,3,1,0,1,1,1,0,1,5,4,1,4,2,1,1,2,1
5143,0,1,4,1,0,0,1,0,0,1,2,1,4,4,2,1,1,1,2
5144,0,0,0,0,2,1,0,0,1,1,4,2,2,1,2,2,2,0,1
5145,0,0,2,0,1,1,1,0,0,0,3,1,1,4,1,2,1,2,0
5146,1,0,4,0,2,1,1,1,1,1,5,2,4,5,4,4,1,1,2
5147,0,1,0,1,2,1,1,1,1,0,5,5,5,5,5,4,1,0,2
5148,1,1,4,1,3,2,1,1,0,1,5,1,1,5,5,1,2,1,2
5149,0,0,2,1,2,0,0,0,0,0,3,4,4,5,5,5,1,1,0
5150,0,1,3,1,1,1,1,0,0,0,3,2,2,5,3,1,3,2,1
5151,0,0,0,0,1,1,0,0,0,1,3,2,2,3,2,2,1,1,1
5152,1,0,4,1,1,2,1,1,1,0,4,4,1,4,4,1,1,1,2
5153,0,1,1,1,3,2,1,1,1,0,5,4,5,4,5,4,1,1,2
5154,0,0,2,1,1,1,1,0,0,0,3,1,2,3,1,2,2,2,1
5155,1,0,0,0,0,1,0,0,0,0,3,3,1,3,2,1,2,2,0
5156,0,1,3,1,1,1,1,0,1,0,3,1,1,4,2,1,1,1,1
5157,0,1,2,1,3,2,1,1,0,0,3,1,2,5,5,2,2,2,1
5158,0,0,1,1,3,2,1,1,1,0,4,4,4,4,4,4,2,1,1
5159,0,1,4,1,2,1,0,0,1,0,4,2,4,4,2,1,0,1,2
5160,0,1,1,1,1,2,1,1,1,0,4,1,1,4,2,1,3,2,2
5161,0,0,0,0,0,1,0,0,0,0,5,2,2,5,4,4,2,2,0
5162,0,0,3,0,2,2,1,0,0,0,4,2,1,4,1,1,3,2,1
5163,0,0,0,1,1,1,1,0,0,0,4,2,2,2,2,2,3,2,2
5164,0,0,2,1,2,2,0,0,0,0,5,2,1,5,4,4,3,2,1
5165,0,1,2,0,3,1,1,1,0,0,5,2,2,5,1,4,0,1,1
5166,0,0,1,0,2,2,1,1,0,0,4,2,2,5,4,4,3,0,0
5167,1,1,2,1,1,2,1,0,0,0,5,4,2,5,4,2,3,1,1
5168,0,0,4,0,1,2,0,0,0,0,4,1,4,4,1,4,3,2,1
5169,0,1,3,0,2,2,1,0,0,1,5,2,4,4,2,4,3,1,1
5170,0,1,1,0,0,1,0,0,0,0,3,1,1,1,5,1,3,2,1
5171,0,1,2,1,3,2,1,1,1,0,1,5,5,5,5,5,1,0,1
5172,0,0,3,1,2,1,1,0,0,0,4,2,2,4,2,2,1,2,1
5173,0,0,2,1,2,2,1,1,1,0,4,2,4,4,4,5,3,2,1
5174,0,1,3,1,2,2,1,0,0,0,5,2,1,5,2,1,3,1,1
5175,0,0,2,1,0,2,0,0,0,0,3,3,1,4,1,1,3,2,1
5176,0,1,3,1,2,1,1,1,1,0,4,2,1,4,4,1,1,1,1
5177,0,1,1,0,2,1,1,0,0,0,3,2,4,5,2,2,3,1,1
5178,0,0,3,0,1,1,1,0,0,0,2,1,2,4,1,2,3,2,1
5179,0,0,2,0,1,1,1,1,1,1,3,1,1,1,4,1,2,1,2
5180,0,0,2,0,2,1,0,0,0,0,2,1,1,4,1,2,1,0,1
5181,0,1,2,1,2,1,0,0,0,1,5,2,2,4,2,2,3,2,1
5182,0,0,4,1,2,2,1,0,0,0,3,2,4,4,2,4,3,1,1
5183,0,0,0,1,0,2,0,0,0,0,3,1,1,1,1,4,2,2,2
5184,0,0,1,0,1,1,0,0,0,0,4,1,1,4,1,1,1,1,1
5185,0,0,3,1,2,1,1,1,1,0,4,4,4,5,4,4,1,1,2
5186,1,1,0,1,2,1,0,0,0,1,5,4,1,5,4,1,1,1,2
5187,0,1,1,1,2,1,1,0,0,0,4,2,4,4,2,4,3,0,1
5188,0,1,0,0,2,2,1,0,0,0,5,2,1,5,2,1,3,2,1
5189,0,0,4,1,3,2,0,0,0,0,5,2,2,4,1,2,3,1,2
5190,0,0,3,1,3,1,1,1,1,0,5,4,4,5,5,5,1,1,1
5191,0,0,0,1,1,1,1,0,0,0,2,2,2,4,2,2,2,1,1
5192,1,1,3,1,2,2,0,0,0,0,5,4,2,5,4,1,3,1,1
5193,0,0,2,0,2,2,1,0,0,0,4,2,1,4,4,1,2,2,1
5194,1,0,1,1,1,1,1,0,0,0,5,2,1,4,1,1,2,1,1
5195,0,0,1,0,2,2,0,0,0,0,5,2,2,4,2,1,3,1,1
5196,0,0,2,1,2,1,1,1,1,0,3,2,1,5,2,1,3,2,1
5197,0,0,1,0,2,1,0,0,0,0,5,2,2,5,4,4,2,2,1
5198,0,0,1,1,0,1,1,0,0,1,4,1,1,4,2,4,3,1,1
5199,0,1,1,1,2,2,1,0,0,0,4,4,2,4,2,1,3,1,2
5200,0,0,3,1,1,1,1,0,0,0,4,2,2,4,2,2,2,1,1
5201,0,1,4,0,2,2,0,0,0,1,3,2,2,4,2,1,3,1,2
5202,0,0,3,1,3,2,1,0,1,0,4,2,5,4,2,5,1,1,1
5203,0,1,0,0,1,1,0,0,0,1,5,4,1,5,4,1,2,2,2
5204,0,1,4,1,1,1,1,0,0,0,5,1,1,5,4,1,3,1,2
5205,0,0,0,0,0,2,0,0,0,0,4,2,4,4,2,4,3,2,1
5206,0,1,3,0,0,1,0,0,0,1,1,1,1,4,2,1,2,1,2
5207,0,0,0,1,0,2,0,0,0,0,4,1,1,4,1,1,3,1,1
5208,0,1,2,0,2,1,1,1,1,1,4,2,2,5,2,1,3,1,0
5209,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,2,2
5210,0,0,4,1,2,1,1,1,1,1,4,4,4,4,5,5,2,1,2
5211,0,0,3,0,3,1,1,0,0,1,5,5,1,5,5,1,0,1,2
5212,0,1,3,1,2,2,1,0,0,0,5,5,2,5,4,2,3,2,1
5213,0,0,0,0,3,0,1,1,1,0,5,5,2,5,5,4,0,1,1
5214,0,1,3,1,2,1,1,0,0,0,3,3,2,5,4,5,1,1,2
5215,0,0,0,0,2,1,1,0,0,1,5,4,1,4,4,1,3,2,2
5216,0,0,2,1,1,0,1,1,1,0,5,1,1,4,2,2,1,0,0
5217,0,0,4,0,3,1,1,0,0,0,3,4,5,5,4,4,3,1,2
5218,0,0,3,1,2,2,0,0,1,1,4,2,1,5,1,1,2,1,1
5219,1,1,1,1,2,1,1,0,0,0,4,2,2,4,5,2,3,1,1
5220,0,1,0,1,1,1,0,0,0,0,4,2,2,5,5,2,2,2,1
5221,0,1,0,1,1,2,1,0,0,0,4,2,1,4,2,1,3,2,1
5222,1,1,4,1,0,1,1,1,1,0,3,2,2,5,2,2,1,1,2
5223,1,1,4,1,3,2,1,1,1,0,5,4,1,5,5,1,2,1,2
5224,0,1,0,0,2,1,1,1,1,0,5,1,2,4,2,2,1,0,0
5225,0,0,2,1,2,2,1,1,1,0,4,2,4,4,1,4,3,1,2
5226,1,1,3,1,3,2,1,1,1,1,4,5,5,4,5,2,3,2,1
5227,1,1,4,1,1,2,1,0,0,1,5,2,1,5,4,2,3,1,2
5228,0,1,4,1,2,0,1,0,1,1,4,1,2,4,1,1,1,1,2
5229,0,1,4,1,3,1,1,0,0,0,4,2,4,4,2,1,0,1,2
5230,0,1,0,1,1,1,1,0,0,0,4,2,5,4,2,4,0,1,2
5231,0,0,0,1,3,2,1,1,1,0,2,1,1,4,1,1,2,2,1
5232,1,1,3,0,3,2,1,1,0,0,3,2,1,5,4,4,3,2,1
5233,1,1,4,0,2,1,1,0,0,0,4,2,1,5,2,1,3,2,2
5234,0,1,1,0,2,1,1,1,1,0,5,5,5,4,5,4,1,1,1
5235,0,1,3,0,2,0,1,1,1,1,5,4,5,2,4,2,2,1,0
5236,0,1,4,0,1,1,1,0,0,0,4,2,2,5,2,2,2,2,2
5237,0,0,0,1,2,1,0,1,1,0,5,4,4,4,2,2,1,0,0
5238,1,1,3,1,2,2,0,1,0,1,3,4,1,4,4,1,3,2,2
5239,0,0,0,1,1,0,0,0,0,0,4,1,1,4,1,1,1,1,2
5240,0,1,2,1,2,1,1,0,1,1,4,2,2,4,2,2,1,1,1
5241,0,0,2,1,1,1,1,1,1,1,3,1,5,3,1,5,2,1,2
5242,0,1,2,1,3,0,0,1,1,1,5,5,5,5,5,5,0,1,1
5243,0,0,0,0,2,2,0,0,0,0,1,2,1,1,1,1,3,2,1
5244,0,0,3,1,2,1,1,1,0,1,4,4,5,5,4,2,0,1,2
5245,0,0,0,1,2,1,1,0,0,0,4,1,1,4,1,1,1,1,1
